qmdbId,movieId,tmdbId,imdbId,year,genre_kws,description_kws,cast_kws
3259,9152,84200,1996264,2012,['comedy'],"['dirty', 'phone', 'joke', 'crude', 'best', 'innuendo', 'humor', 'sex', 'friend']","['Miller', 'Webber', 'Lauren', 'Graynor', 'Mark', 'Ari', 'Jamie', 'Travis']"
3260,9153,72545,1397514,2012,"['action', 'fiction', 'science', 'adventure']","['epilogue', 'mysterious', 'island', 'missing', 'mission', '3d', 'person']","['Josh', 'Hutcherson', 'Johnson', 'Davis', 'Kristin', 'Dwayne', 'Brad', 'Peyton']"
3261,9157,71676,1071875,2011,"['action', 'fantasy', 'thriller']","['eastern', 'monk', 'skeleton', 'dark', 'marvel', 'motorcycle', 'europe', 'devil', 'ghost', 'rider', 'hero', 'biker', 'comic', 'superhero']","['Violante', 'Placido', 'Cage', 'Ciarán', 'Nicolas', 'Hinds', 'Brian', 'Taylor']"
3262,9158,77459,961097,2011,"['comedy', 'adventure', 'family', 'animation', 'fantasy']","['france', 'cgi', 'monster', '3d', 'paris']","['Vanessa', 'Gad', 'Paradis', 'Elmaleh', 'Mathieu', 'Chedid', 'Bibo', 'Bergeron']"
3263,9160,77495,1437358,2011,['thriller'],"['building', 'caretaker', 'chloroform', 'barcelona', 'concierge', 'apartment', 'peep', 'blackmail', 'hole', 'spain', 'stalking']","['Marta', '', 'Luis', 'Alberto', 'Juan', 'Etura', 'Tosar', 'San', 'Jaume', 'BalaguerÃ³']"
3264,9163,72213,1630036,2011,['drama'],"['father', 'faith']","['Ken', 'Davies', 'Ben', 'Alex', 'Bevel', 'Kendrick', 'Alex', 'Kendrick']"
3265,9164,57214,1636826,2012,"['crime', 'comedy']","['fake', 'underwater', 'swimming', 'flash', 'vandalism', 'movie', 'doll', 'student', 'photography', 'teenager', 'dog', 'castle', 'sex', 'teen', 'pool', 'party', 'lime', 'documentary', 'high', 'bouncy', 'school', 'grenade']","['Mann', 'Brown', 'Thomas', 'Jonathan', 'Daniel', 'Oliver', 'Cooper', 'Nima', 'Nourizadeh']"
3266,9166,73937,1053810,2011,['comedy'],"['airplane', 'epilogue', 'helicopter', 'novel', 'based', 'honeymoon', 'birdwatching', 'on', 'birding']","['Black', 'Wilson', 'Jack', 'Martin', 'Owen', 'Steve', 'David', 'Frankel']"
3267,9167,75674,1591479,2012,"['action', 'war', 'thriller']","['pistol', 'heroism', 'pregnant', 'valor', 'plot', 'counter', 'diving', 'submarine', 'epilogue', 'star', 'military', 'life', 'terrorist', 'navy', 'silver', 'scuba', 'secret', 'national', 'seal', 'wife', 'security']","['Sánchez', 'Serrano', 'Nestor', 'Roselyn', 'Rivera', 'Emilio', 'Mike', 'McCoy']"
3268,9169,59962,1596350,2012,"['action', 'comedy', 'romance']","['exploding', 'airplane', 'triangle', 'sushi', 'shelter', 'dog', 'stable', 'class', 'bar', 'dating', 'friendship', 'love', 'online', 'karate']","['Reese', 'Witherspoon', 'Chris', 'Tom', 'Hardy', 'Pine', 'McG']"
3269,9170,49529,401729,2012,"['action', 'fiction', 'science', 'adventure']","['century', 'princess', 'burroughs', '3d', 'sword', 'alien', 'escape', 'travel', 'race', 'novel', 'strength', 'mars', 'edgar', 'medallion', 'and', 'steampunk', 'superhuman', 'based', '19th', 'space', 'on', 'planet', 'rice', 'martian', 'civilization']","['Taylor', 'Kitsch', 'Morton', 'Collins', 'Lynn', 'Samantha', 'Andrew', 'Stanton']"
3270,9175,77949,1687901,2011,"['thriller', 'horror']","['england', 'children', 'supernatural', 'haunting', 'con', 'ghost', 'murder', 'classroom', 'teacher', 'governess', 'suicide', 'fear', 'investigation', 'estate', 'author', 'discovery']","['Dominic', 'Hall', 'Imelda', 'Rebecca', 'Staunton', 'West', 'Nick', 'Murphy', '']"
3271,9178,64688,1232829,2012,"['action', 'crime', 'comedy']","['tv', 'epilogue', 'comedy', 'based', 'cop', 'high', 'parody', 'buddy', 'series', 'crude', 'school', 'friendship', 'humor', 'undercover', 'on', 'male']","['Tatum', 'Brie', 'Hill', 'Jonah', 'Channing', 'Larson', 'Phil', 'Lord']"
3272,9179,82532,1588334,2011,"['comedy', 'drama']","['mumblecore', 'wrong', 'basement', 'stoner', 'glue', 'slacker', 'number', 'destiny']","['Jason', 'Sarandon', 'Segel', 'Susan', 'Helms', 'Ed', 'Jay', 'Duplass']"
3273,9180,81796,1592525,2012,"['action', 'fiction', 'science', 'thriller']","['usa', 'future', 'in', 'anti', 'dementia', 'station', 'convict', '2079', 'year', 'interrogation', 'space', 'hero', 'collision', 'president']","['Gilgun', 'Guy', 'Maggie', 'Joseph', 'Pearce', 'Grace', 'Stephen', 'St.', 'Leger']"
3274,9181,81390,1422136,2011,"['action', 'crime', 'adventure', 'thriller']","['kidnapping', 'torture', 'nudity', 'climbing', 'terror', 'hiking', 'wilderness', 'mountaineer', 'scotland']","['Melissa', 'Walker', 'George', 'Speleers', 'Eamonn', 'Ed', 'Julian', 'Gilbey']"
3275,9183,80304,1702425,2012,"['western', 'comedy']","['epilogue', 'mexico', 'crime', 'drug', 'padre', 'organized', 'lord']","['Génesis', 'Rodríguez', 'Bernal', 'Ferrell', 'García', 'Will', 'Gael', 'Matt', 'Piedmont']"
3276,9185,82533,1667307,2012,"['comedy', 'romance']","['adult', 'young', 'college', 'female', 'friendship']","['Gerwig', 'MacLemore', 'Megalyn', 'Carrie', 'Greta', 'Echikunwoke', 'Whit', 'Stillman']"
3277,9187,57165,1646987,2012,['adventure'],"['greek', 'greece', 'based', 'zeus', 'gods', 'ares', 'perseus', '3d', 'mythology', 'myth', 'hades', 'on', 'underworld', 'ancient']","['Sam', 'Neeson', 'Fiennes', 'Liam', 'Worthington', 'Ralph', 'Jonathan', 'Liebesman']"
3278,9190,74777,1610996,2011,"['thriller', 'mystery', 'horror']","['pregnancy', 'declared', 'returned', 'alive', 'dead']","['Peter', 'Katie', 'Brown', 'Morgan', 'Parker', 'Bell', 'Courtney', 'Mike', 'Flanagan']"
3279,9191,71552,1605630,2012,['comedy'],"['epilogue', 'quitting', 'reunion', 'milf', 'masturbation', 'sequel', 'family', 'high', 'a', 'scat', 'job', 'school', 'husband', 'wife', 'relationship']","['Jason', 'Hannigan', 'Scott', 'Seann', 'William', 'Alyson', 'Biggs', 'Jon', 'Hurwitz']"
3280,9192,94329,1899353,2011,"['action', 'crime', 'thriller']","['indonesia', 'team', 'tenement', 'crime', 'jakarta', 'high', 'tower', 'rise', 'boss', 'block', 'swat', 'monitor']","['Taslim', 'Alamsyah', 'Iko', 'Donny', 'Joe', 'Uwais', 'Gareth', 'Evans']"
3281,9193,22970,1259521,2012,"['thriller', 'horror']","['speaker', 'in', 'phone', 'adult', 'twist', 'young', 'head', 'video', 'mounted', 'killing', 'plot', 'the', 'wall', 'filmed', 'woods', 'animal', 'cabin']","['Chris', 'Hemsworth', 'Hutchison', 'Anna', 'Connolly', 'Kristen', 'Drew', 'Goddard']"
3282,9197,92182,1767382,2011,"['mystery', 'horror']","['supernatural', 'director', 'bottle', 'time', 'reference', 'beer', 'real', 'padlock', 'to', 'facebook', 'remake', 'woman', 'candelabra', 'suspense']","['Elizabeth', 'Sheffer', 'Eric', 'Trese', 'Olsen', 'Adam', 'Stevens', 'Chris', 'Kentis']"
3283,9198,76489,383010,2012,['comedy'],['epilogue'],"['Chris', 'Hayes', 'Sasso', 'Will', 'Sean', 'Diamantopoulos', 'Bobby', 'Farrelly']"
3284,9199,70436,1486192,2012,"['thriller', 'crime', 'mystery']","['masked', 'pendulum', 'maryland', 'serial', 'life', 'poison', 'art', 'ball', 'edgar', 'office', 'buried', 'historical', 'alive', 'killer', 'baltimore', 'hard', 'review', 'deadline', 'newspaper', 'times', 'figure', 'allan', 'poe', 'blackmail', 'imitates']","['John', 'Luke', 'Alice', 'Evans', 'Cusack', 'Eve', 'James', 'McTeigue']"
3285,9201,62764,1667353,2012,"['comedy', 'fiction', 'science', 'adventure', 'family', 'fantasy', 'drama']","['returning', 'black', 'cockroach', 'mirror', 'plot', 'epilogue', 'villainess', 'half', 'fairy', 'attempted', 'evil', 'insecurity', 'queen', 'woman', 'white', 'enchantress', 'pendant', 'naked', 'tale', 'money', 'fights', 'problem', 'good', 'kingdom', 'snow', 'financial', 'gala', 'murder', 'vs', 'magic', 'man']","['Lily', 'Collins', 'Roberts', 'Hammer', 'Julia', 'Armie', 'Tarsem', 'Singh']"
3286,9202,44833,1440129,2012,"['fiction', 'science', 'adventure', 'thriller', 'action']","['landing', 'permission', 'joint', 'buoy', 'fight', 'soccer', 'naval', 'pilot', 'of', 'combat', 'mighty', 'myoko', 'hong', 'war', 'communications', 'jet', 'kong', 'scientist', 'paul', 'chiefs', 'lieutenant', 'epilogue', 'expert', 'fictional', 'communication', 'jones', 'taser', 'fighter', 'mind', 'navy', 'crash', 'lost', 'jds', 'game', 'marry', 'based', 'john', 'battleship', 'uss', 'to', 'mo', 'on', 'reading', 'staff', 'armada', 'board', 'u.s.', 'missouri']","['Alexander', 'Taylor', 'Skarsgård', 'Rihanna', 'Kitsch', 'Peter', 'Berg']"
3287,9203,74534,1412386,2011,"['comedy', 'drama']","['novel', 'ensemble', 'based', 'outsourcing', 'cast', 'jaipur', 'hotel', 'india', 'personal', 'on', 'growth', 'elderly']","['Smith', 'Tom', 'Wilkinson', 'Nighy', 'Maggie', 'Bill', 'John', 'Madden']"
3288,9208,72207,1195478,2012,['comedy'],"['ceremony', 'psychologist', 'ring', 'engagement', 'proposal', 'chef', 'unemployed', 'chase', 'englishwoman', 'wedding', 'san', 'sex', 'francisco', 'restaurant', 'frustration', 'offer', 'love']","['Jason', 'Chris', 'Blunt', 'Pratt', 'Segel', 'Emily', 'Nicholas', 'Stoller']"
3289,9209,67660,1621045,2012,"['comedy', 'romance']","['epilogue', 'comedy', 'ensemble', 'book', 'african', 'reading', 'american', 'cast', 'a', 'advice', 'the', 'tables', 'turning', 'love', 'relationship']","['Ealy', 'Jerry', 'Michael', 'Good', 'Meagan', 'Ferrara', 'Tim', 'Story']"
3290,9210,77877,1327194,2012,"['drama', 'romance']","['iraq', 'chess', 'novel', 'based', 'playing', 'veteran', 'photo', 'bomb', 'husband', 'explosion', 'wife', 'on', 'kennel', 'relationship']","['Zac', 'Taylor', 'Schilling', 'Efron', 'Danner', 'Blythe', 'Scott', 'Hicks']"
3291,9211,72387,1656190,2012,"['action', 'crime', 'thriller']","['trachea', 'broken']","['Jason', 'Chris', 'Sarandon', 'Statham', 'James', 'Hong', 'Boaz', 'Yakin']"
3292,9212,62213,1077368,2012,"['comedy', 'fantasy']","['century', 'house', 'curse', 'witch', 'of', 'chains', 'gothic', 'water', 'ghost', 'madness', 'imprisonment', 'hidden', 'lost', 'love', 'vampire', 'fish', 'angry', 'mansion', 'old', 'out', 'mob', 'room', '18th']","['Pfeiffer', 'Helena', 'Carter', 'Michelle', 'Johnny', 'Bonham', 'Depp', 'Tim', 'Burton']"
3293,9215,50037,1534085,2010,"['science', 'fiction', 'fantasy', 'horror']","['epilogue', 'mad', 'captive', 'commune', 'drugged', 'doctor', 'suspense']","['Marilyn', 'Hylands', 'Scott', 'Michael', 'Rogers', 'Norry', 'Panos', 'Cosmatos']"
3294,9216,76493,1645170,2012,['comedy'],['kurdish'],"['Sayed', 'Cohen', 'Baron', 'Aasif', 'Badreya', 'Sacha', 'Mandvi', 'Larry', 'Charles']"
3295,9217,41154,1409024,2012,"['action', 'fiction', 'comedy', 'science']","['future', 'government', 'fictional', 'time', 'history', 'seeing', 'the', 'changing', 'agency', 'alien', 'machine', 'travel']","['Tommy', 'Josh', 'Smith', 'Brolin', 'Jones', 'Will', 'Lee', 'Barry', 'Sonnenfeld']"
3296,9218,58595,1735898,2012,"['fantasy', 'adventure', 'drama']","['imprisoned', 'stepmother', 'immortality', 'snow', 'white', 'woman', 'deception', 'youth', 'forest', 'tale', 'eternal', 'evil', 'magic', 'queen', 'fairy', 'sorceress']","['Chris', 'Hemsworth', 'Charlize', 'Kristen', 'Stewart', 'Theron', 'Rupert', 'Sanders']"
3297,9219,86812,1748207,2011,"['fiction', 'science', 'mystery', 'drama']","['independent', 'clapping', 'journalist', 'film', 'hand', 'leader', 'cult', 'game']","['Brit', 'Vicius', 'Marling', 'Denham', 'Christopher', 'Nicole', 'Zal', 'Batmanglij']"
3298,9220,93856,1991245,2012,"['thriller', 'horror']","['pripyat', 'power', 'ukraine', 'stranded', 'tourist', 'nuclear', 'plant', 'town', 'radiation', 'deserted']","['Taylor', 'Dudley', 'McCartney', 'Jonathan', 'Olivia', 'Sadowski', 'Jesse', 'Bradley', 'Parker']"
3299,9221,72197,1430626,2012,"['comedy', 'adventure', 'family', 'animation']","['epilogue', 'stop', 'rivalry', 'pirate', 'motion']","['Jeremy', 'Hugh', 'Piven', 'Brendan', 'Gleeson', 'Grant', 'Peter', 'Lord']"
3300,9223,70981,1446714,2012,"['fiction', 'science', 'adventure', 'mystery']","['android', 'dig', 'of', 'origins', 'alien', 'epilogue', 'stasis', 'god', 'life', 'surgery', 'genetic', 'spin', 'archeological', 'dystopia', 'off', 'creation', 'complex', 'drawing', 'cave', 'emergency', 'mutation']","['Fassbender', 'Michael', 'Guy', 'Noomi', 'Rapace', 'Pearce', 'Ridley', 'Scott']"
3301,9225,92591,1704573,2012,"['crime', 'comedy', 'drama']","['jury', 'in', 'home', 'of', 'broker', 'funeral', 'hick', 'prison', 'epilogue', 'amateur', 'visit', 'crime', 'family', 'hidden', 'confession', 'estranged', 'member', 'freezer', 'stock', 'persons', 'theater', 'corpse', 'case', 'trial', 'director', 'missing', 'embezzlement']","['Black', 'Shirley', 'Matthew', 'Jack', 'MacLaine', 'McConaughey', 'Richard', 'Linklater']"
3302,9228,50647,1655460,2012,['comedy'],"['epilogue', 'nudism', 'protest', 'commune', 'hippie', 'nude']","['Justin', 'Jennifer', 'Theroux', 'Aniston', 'Paul', 'Rudd', 'David', 'Wain']"
3303,9229,83666,1748122,2012,"['comedy', 'drama', 'romance']","['england', 'dancing', 'pipe', 'handkerchief', 'blue', 'patch', 'pen', 'child', 'leader', 'town', 'boy', 'color', 'cute', 'epilogue', 'small', 'search', 'meet', 'devastation', 'love', 'pal', 'sand', 'party', 'red', 'sheriff', 'the', 'eye', 'smoking', 'scouts', 'new', 'first']","['Gilman', 'Edward', 'Bruce', 'Norton', 'Jared', 'Willis', 'Wes', 'Anderson']"
3304,9235,72358,763831,2012,"['comedy', 'drama']","['literary', 'liar', 'agent']","['Curtis', 'Janney', 'Cliff', 'Eddie', 'Allison', 'Murphy', 'Brian', 'Robbins']"
3305,9236,84332,1862079,2012,"['comedy', 'fiction', 'science', 'romance', 'drama']","['time', 'travel']","['Jake', 'Johnson', 'Aubrey', 'Duplass', 'Mark', 'Plaza', 'Colin', 'Trevorrow']"
3306,9237,80321,1277953,2012,"['family', 'animation']","['madagascar', '3d']","['Ben', 'Schwimmer', 'Cohen', 'David', 'Baron', 'Stiller', 'Sacha', 'Conrad', 'Vernon']"
3307,9238,84355,1742336,2011,"['comedy', 'drama']","['sister', 'mumblecore', 'director', 'romance', 'cottage', 'woman', 'secret', 'relationship']","['Blunt', 'DeWitt', 'Duplass', 'Rosemarie', 'Mark', 'Emily', 'Lynn', 'Shelton']"
3308,9240,62177,1217209,2012,"['comedy', 'adventure', 'family', 'animation', 'action', 'fantasy']","['scot', 'rebel', 'into', '3d', 'rebellious', 'animal', 'scotland', 'epilogue', 'bravery', 'daughter', 'wish', 'woman', 'archer', 'turns', 'courage', 'peace', 'ruins', 'kingdom', 'director', 'archery', 'bear', 'offering']","['Walters', 'Macdonald', 'Kelly', 'Julie', 'Connolly', 'Billy', 'Brenda', 'Chapman']"
3309,9242,76494,1586265,2012,"['drama', 'comedy', 'romance']","['father', 'giving', 'air', 'novel', 'vomiting', 'based', 'open', 'pregnant', 'cinema', 'miscarriage', 'expectant', 'birth', 'expecting', 'adoption', 'wife', 'on', 'twins']","['Elizabeth', 'Jennifer', 'Lopez', 'Diaz', 'Cameron', 'Banks', 'Kirk', 'Jones']"
3310,9243,81836,1859650,2012,"['comedy', 'romance']","['episodic', 'expatriate', 'rome']","['Ellen', 'Eisenberg', 'Woody', 'Allen', 'Jesse', 'Page', 'Woody', 'Allen']"
3311,9244,72331,1611224,2012,"['action', 'fantasy', 'horror']","['civil', 'century', 'usa', 'vampire', 'american', '19th', 'abraham', '3d', 'war', 'steam', 'lincoln', 'president', 'locomotive']","['Walker', 'Dominic', 'Mackie', 'Benjamin', 'Anthony', 'Cooper', 'Timur', 'Bekmambetov']"
3312,9245,68684,1701990,2011,"['science', 'fiction', 'comedy', 'horror']","['high', 'horror', 'murder', 'school', 'spoof', 'slasher']","['Josh', 'Locke', 'Hutcherson', 'Spencer', 'Shanley', 'Caswell', 'Joseph', 'Kahn']"
3313,9246,80585,1336608,2012,"['comedy', 'music', 'drama', 'romance']","['rocker', 'teenager', 'sta', 'young', 'musical', 'rock', 'love']","['Cruise', 'Tom', 'Hough', 'Diego', 'Boneta', 'Julianne', 'Adam', 'Shankman']"
3314,9247,88005,1307068,2012,"['comedy', 'fiction', 'science', 'romance', 'drama']","['director', 'end', 'asteroid', 'of', 'the', 'world', 'road', 'woman', 'trip']","['Carell', 'Britton', 'Knightley', 'Connie', 'Steve', 'Keira', 'Lorene', 'Scafaria']"
3315,9252,72105,1637725,2012,"['comedy', 'fantasy']","['comes', 'wishes', 'life', 'teddy', 'bear', 'come', 'toy', 'friendship', 'true', 'to', 'love']","['Wahlberg', 'MacFarlane', 'Mila', 'Seth', 'Kunis', 'Mark', 'Seth', 'MacFarlane']"
3316,9255,77930,1915581,2012,"['comedy', 'drama']","['dancing', 'stripper', 'club', 'florida', 'strip', 'novice', 'male']","['Matthew', 'Tatum', 'Pettyfer', 'Alex', 'McConaughey', 'Channing', 'Steven', 'Soderbergh']"
3317,9256,83770,337692,2012,"['adventure', 'drama']","['scene', 'colorado', 'denver', 'friendship', 'road', 'funeral', 'over', 'marijuana', 'voice', 'movie', 'narration', 'novel', 'kerouac', 'song', 'sex', 'trip', 'based', 'writer', 'the', 'suicide', 'typewriter', 'on', 'smoking', 'nudity', 'snow', 'cigarette', 'thoughts', 'photograph', 'cemetery']","['Garrett', 'Sam', 'Riley', 'Stewart', 'Kristen', 'Hedlund', 'Walter', 'Salles']"
3318,9258,1930,948470,2012,"['action', 'fantasy', 'adventure']","['epilogue', 'super', 'father', 'vigilante', 'genetic', 'marvel', 'masked', 'reboot', 'social', 'loss', 'experiment', 'outcast', 'of', 'spider', 'bite', 'powers', 'engineering', 'serum', 'comic', 'scientific']","['Emma', 'Garfield', 'Ifans', 'Rhys', 'Andrew', 'Stone', 'Marc', 'Webb']"
3319,9259,57800,1667889,2012,"['comedy', 'adventure', 'family', 'animation']","['prehistoric', 'booby', 'ice', 'melting', 'land', 'era', 'blue', 'elephant', 'glaciale', 'deriva', 'seal', 'badger', 'footed', 'bridge', 'times', 'floating']","['Chris', 'Romano', 'John', 'Leguizamo', 'Wedge', 'Ray', 'Steve', 'Martino']"
3320,9260,84175,2125435,2012,"['fantasy', 'drama']","['prehistoric', 'levee', 'american', 'child', 'auroch', 'bayou', 'crawfish', 'ice', 'water', 'melting', 'african', 'shrimp', 'crab', 'camp', 'grits', 'mother', 'shrimping', 'explosives', 'lost', 'warming', 'love', 'refugee', 'tough', 'hurricane', 'global', 'submerged', 'creature', 'fantasy', 'drama', 'caps', 'salt', 'flooding', 'storm', 'wild', 'celebration', 'defrost', 'man']","['Wallis', 'Easterly', 'Quvenzhané', 'Dwight', 'Henry', 'Levy', 'Benh', 'Zeitlin']"
3321,9262,82525,1615065,2012,"['thriller', 'crime', 'drama']","['california', 'mask', 'in', 'american', 'filmed', 'abroad', 'dea', 'throat', 'improvised', 'daughter', 'explosive', 'gun', 'laguna', 'skull', 'beach', 'the', 'eye', 'shot', 'mouth', 'widow', 'southern', 'gouging', 'surrogate', 'agent', 'killing', 'enforcer', 'shoulder', 'device', 'gardner']","['Taylor', 'Blake', 'Aaron', 'Kitsch', 'Lively', 'Taylor-Johnson', 'Oliver', 'Stone']"
3322,9264,80035,1298649,2012,['comedy'],"['teenage', 'sterility', 'usa', 'castration', 'daughter', 'invasion', 'watch', 'friendship', 'marriage', 'neighborhood', 'neighbor', 'suburb', 'alien', 'creepy', 'death']","['Vaughn', 'Ben', 'Stiller', 'Hill', 'Vince', 'Jonah', 'Akiva', 'Schaffer']"
3323,9266,73567,1726669,2011,"['thriller', 'crime', 'drama']","['trailer', 'psychopath', 'sexual', 'arson', 'abuse', 'police', 'shop', 'deal', 'physical', 'texas', 'neo-noir', 'money', 'lingerie', 'park', 'burial', 'pizza', 'gun', 'drugs', 'detective', 'humiliation']","['Matthew', 'Church', 'Thomas', 'Emile', 'McConaughey', 'Hirsch', 'Haden', 'William', 'Friedkin']"
3324,9275,37724,1074638,2012,"['action', 'adventure', 'thriller']","['british', 'istanbul', 'booby', 'macao', 'sociopath', 'police', 'agent', 'turkey', 'imax', 'spy', 'art', 'uzi', 'impersonating', 'gallery', 'service', 'a', 'officer', 'trap', 'secret', 'killer']","['Craig', 'Dench', 'Javier', 'Bardem', 'Daniel', 'Judi', 'Sam', 'Mendes']"
3325,9276,77953,1790886,2012,['comedy'],"['politician', 'candidate', 'finance', 'moustache', '\xa0north', 'politics', 'election', 'campaign', 'congressman', 'manager', 'political', 'corruption', 'carolinam']","['Zach', 'McDermott', 'Ferrell', 'Galifianakis', 'Will', 'Dylan', 'Jay', 'Roach']"
3326,9277,82696,1535438,2012,"['comedy', 'drama', 'romance']","['counselling', 'vows', 'marriage', 'wedding', 'renewing']","['Tommy', 'Carell', 'Meryl', 'Streep', 'Jones', 'Steve', 'Lee', 'David', 'Frankel']"
3327,9279,77174,1623288,2012,"['adventure', 'comedy', 'family', 'animation']","['medium', 'epilogue', 'strange', 'trial', 'jock', 'stop', 'curse', 'with', 'dealing', 'ghost', 'witch', 'child', 'motion', 'the', 'communicating', 'empathy', 'past', 'dead']","['Tucker', 'Albrizzi', 'Smit-McPhee', 'Kodi', 'Jodelle', 'Ferland', 'Sam', 'Fell']"
3328,9280,82650,2023453,2012,"['comedy', 'family']","['epilogue', 'sixteen', 'sweet', 'best', 'friend']","['Bostick', 'Gordon', 'Capron', 'Devon', 'Robert', 'Zachary', 'David', 'Bowers']"
3329,9282,84184,1405365,2012,"['comedy', 'drama', 'romance']","['in', 'friends', 'female', 'problems', 'best', 'divorce', 'male', 'relationship', 'love']","['Andy', 'Elijah', 'Rashida', 'Wood', 'Jones', 'Samberg', 'Lee', 'Toland', 'Krieger']"
3330,9283,109513,2097307,2012,"['action', 'comedy', 'romance']","['epilogue', 'driver', 'protection', 'witness', 'getaway']","['Kristen', 'Tom', 'Arnold', 'Dax', 'Bell', 'Shepard', 'Dax', 'Shepard']"
3331,9286,49526,1547234,2012,"['action', 'crime', 'thriller']","['dirty', 'epilogue', 'race', 'against', 'cyclist', 'york', 'cop', 'bike', 'new', 'clock', 'the', 'courier', 'bicycle', 'messenger']","['Dania', 'Shannon', 'Gordon-Levitt', 'Ramirez', 'Michael', 'Joseph', 'David', 'Koepp']"
3332,9287,71864,1462769,2012,"['comedy', 'fantasy', 'family', 'drama']","['timothy', 'dodgeball', 'incredibile', 'green']","['Jennifer', 'Ron', 'Joel', 'Edgerton', 'Livingston', 'Garner', 'Peter', 'Hedges']"
3333,9293,77883,431021,2012,"['thriller', 'horror']",[],"['Dean', 'Natasha', 'Morgan', 'Davenport', 'Jeffrey', 'Calis', 'Madison', 'Ole', 'Bornedal']"
3334,9294,48034,1440232,2010,"['comedy', 'drama']","['lovesick', 'vacation', 'house', 'american', 'thirty', 'of', 'child', 'interrupted', 'male', 'relationship', 'reprimand', 'declaration', 'texting', 'female', 'low', 'parent', 'country', 'something', 'football', 'love', 'weasel', 'beach', 'food', 'friends', 'motorboat', 'tide', 'osteopath', 'organic', 'forced', 'group']","['Cotillard', 'Benoît', 'François', 'Marion', 'Cluzet', 'Magimel', 'Guillaume', 'Canet']"
3335,9296,84174,1920849,2012,"['comedy', 'romance']","['dress', 'reunion', 'childhood', 'friends', 'club', 'director', 'party', 'female', 'strip', 'drug', 'bachelorette', 'fat', 'bridesmaid', 'friendship', 'wedding', 'woman', 'bitch', 'use']","['Dunst', 'Caplan', 'Kirsten', 'Lizzy', 'Fisher', 'Isla', 'Leslye', 'Headland']"
3336,9297,83686,1840417,2012,"['thriller', 'drama']","['stolen', 'novel', 'book', 'writer', 'aspiring', 'plagiarized']","['Jeremy', 'Irons', 'Saldana', 'Bradley', 'Cooper', 'Zoe', 'Brian', 'Klugman']"
3337,9298,114150,1981677,2012,"['comedy', 'music', 'romance']","['contest', 'music', 'adult', 'young', 'of', 'friendship', 'audition', 'male', 'relationship', 'roommate', 'musician', 'acapella', 'film', 'female', 'hazing', 'competition', 'college', 'score', 'singing', 'dj', 'friends', 'dorm', 'group', 'room', 'bickering']","['Snow', 'Skylar', 'Astin', 'Anna', 'Brittany', 'Kendrick', 'Jason', 'Moore']"
3338,9299,77948,1366365,2012,"['action', 'thriller']","['kidnapping', 'spying', 'government']","['Cavill', 'Sigourney', 'Verónica', 'Weaver', 'Henry', 'Echegui', 'Mabrouk', 'El', 'Mechri']"
3339,9300,89708,770802,2011,"['documentary', 'drama']","['moonrise', 'scene', 'fast', 'eating', 'balance', 'modern', 'skyline', 'sunset', 'life', 'motion', 'the', 'world', 'around']","['Dewi', 'Dinda', 'Sri', 'Puti', 'Pratika', 'Candra', 'Marcos', 'Luna', 'Putu', 'Ron', 'Fricke']"
3340,9301,59967,1276104,2012,"['action', 'fiction', 'science', 'thriller']","['assassin', 'future', 'organized', 'boy', 'retirement', 'violence', 'crime', 'drug', 'contract', 'killer', 'criminal', 'addiction', 'time', 'execution', 'neo-noir', 'suicide', 'dystopia', 'murder', 'addict', 'tragedy', 'travel']","['Gordon-Levitt', 'Bruce', 'Blunt', 'Willis', 'Emily', 'Joseph', 'Rian', 'Johnson']"
3341,9302,84188,1971352,2012,"['thriller', 'crime', 'drama']",[],"['Walker', 'Dowd', 'Dreama', 'Healy', 'Pat', 'Ann', 'Craig', 'Zobel']"
3342,9303,87428,1232200,2012,['comedy'],"['sister', 'cheating', 'brother', 'deadbeat', 'incest', 'fiancée', 'teacher', 'sex', 'dad', 'student']","['Martino', 'Sarandon', 'Eva', 'Susan', 'Adam', 'Sandler', 'Amurri', 'Sean', 'Anders']"
3343,9304,84329,1990314,2012,"['comedy', 'crime', 'fiction', 'science', 'drama']","['robot', 'cat', 'thief', 'senior', 'friendship', 'citizen']","['Tyler', 'Marsden', 'James', 'Frank', 'Langella', 'Liv', 'Jake', 'Schreier']"
3344,9306,71679,1855325,2012,"['action', 'fiction', 'science', 'horror']","['pandemic', 'corporation', 'mega', 'mutant', 'based', 'moscow', 'japan', 'sequel', 'hand', 'conspiracy', 'video', 'zombie', 'combat', 'virus', 'plague', 'to', 'tokyo', 'on', 'dystopia', 'game']","['Jovovich', 'Sienna', 'Guillory', 'Rodriguez', 'Michelle', 'Milla', 'Paul', 'W.S.', 'Anderson']"
3345,9307,87825,2083383,2012,"['drama', 'romance']","['poor', 'aging', 'blurred', 'home', 'scout', 'blurry', 'women', 'sight', 'boston', 'draft', 'talent-scout', 'red', 'failing', 'motel', 'smoking', 'pitcher', 'vision', 'sport', 'baseball', 'room', 'sox', 'eyesight', 'cigar', 'run']","['Justin', 'Eastwood', 'Clint', 'Adams', 'Timberlake', 'Amy', 'Robert', 'Lorenz']"
